InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV371306,SC39098,BLUE CERAMIC MUG,1,2023-02-20,1.25,CUST0136,USA
INV585556,SC99070,LEATHER WALLET,12,2023-07-20,5.0,CUST0137,Italy
INV461724,SC13219,BAMBOO CUTTING BOARD,17,2023-03-19,1.75,CUST0137,Italy
INV536181,SC21253,LEATHER WALLET,4,2023-06-01,5.0,CUST0137,Italy
INV427040,SC54966,BLUE CERAMIC MUG,5,2023-06-28,1.25,CUST0137,Italy
INV599292,SC22795,SILK CUSHION,16,2023-06-28,2.25,CUST0138,Spain
INV170437,SC49356,LEATHER WALLET,15,2023-06-13,5.0,CUST0138,Spain
INV990429,SC54967,RED WOOL SCARF,4,2023-01-12,2.5,CUST0138,Spain
INV938913,SC31542,ENAMEL PIN SET,4,2023-12-13,0.75,CUST0138,Spain
INV687044,SC65885,SILK CUSHION,6,2023-06-19,2.25,CUST0139,India
INV760351,SC34176,LEATHER WALLET,8,2023-07-27,5.0,CUST0139,India
INV130610,SC90492,VINTAGE LAMP,14,2023-07-22,3.75,CUST0139,India
INV104666,SC38153,BAMBOO CUTTING BOARD,14,2023-07-19,1.75,CUST0140,India
INV948014,SC18200,COTTON TOTE BAG,9,2023-12-27,1.0,CUST0140,India
INV296041,SC57945,BAMBOO CUTTING BOARD,4,2023-10-02,1.75,CUST0140,India
INV219490,SC44387,GLASS VASE,7,2023-08-23,1.5,CUST0140,India
INV770153,SC51078,ENAMEL PIN SET,16,2023-09-28,0.75,CUST0140,India
INV511612,SC86939,BAMBOO CUTTING BOARD,13,2023-11-09,1.75,CUST0140,India
INV986589,SC70012,BLUE CERAMIC MUG,12,2023-06-30,1.25,CUST0140,India
INV840282,SC48986,BAMBOO CUTTING BOARD,6,2023-12-11,1.75,CUST0140,India
INV223586,SC41270,ENAMEL PIN SET,5,2023-06-10,0.75,CUST0141,Japan
INV491439,SC28528,WOODEN PHOTO FRAME,4,2023-04-04,2.0,CUST0141,Japan
INV702727,SC60293,METAL KEYCHAIN,20,2023-03-12,0.5,CUST0142,Italy
INV766371,SC80435,METAL KEYCHAIN,6,2023-09-07,0.5,CUST0142,Italy
INV274971,SC74178,WICKER BASKET,6,2023-10-12,3.0,CUST0142,Italy
INV429861,SC69113,WOODEN PHOTO FRAME,5,2023-04-06,2.0,CUST0142,Italy
INV110048,SC73518,BAMBOO CUTTING BOARD,2,2023-07-03,1.75,CUST0142,Italy
INV688861,SC76248,VINTAGE LAMP,7,2023-07-16,3.75,CUST0142,Italy
INV817956,SC74451,ENAMEL PIN SET,16,2023-07-29,0.75,CUST0142,Italy
INV692862,SC14044,LEATHER WALLET,6,2023-02-12,5.0,CUST0143,Canada
INV134283,SC46025,PAPER NOTEBOOK,8,2023-05-30,0.85,CUST0143,Canada
INV276379,SC69942,COTTON TOTE BAG,18,2023-05-28,1.0,CUST0143,Canada
INV635618,SC24838,BAMBOO CUTTING BOARD,16,2023-10-09,1.75,CUST0143,Canada
INV912764,SC81186,BAMBOO CUTTING BOARD,4,2023-05-18,1.75,CUST0143,Canada
INV962570,SC15453,CERAMIC PLANT POT,12,2023-10-05,2.0,CUST0143,Canada
INV329157,SC65725,PAPER NOTEBOOK,15,2023-10-07,0.85,CUST0143,Canada
INV133796,SC68947,BLUE CERAMIC MUG,8,2023-06-02,1.25,CUST0143,Canada
INV223088,SC41056,CERAMIC PLANT POT,3,2023-08-13,2.0,CUST0144,Australia
INV467663,SC89988,COTTON TOTE BAG,19,2023-12-19,1.0,CUST0144,Australia
INV746081,SC28249,ENAMEL PIN SET,14,2023-03-26,0.75,CUST0144,Australia
INV944565,SC17780,PAPER NOTEBOOK,7,2023-04-16,0.85,CUST0144,Australia
INV394739,SC88231,BAMBOO CUTTING BOARD,12,2023-09-30,1.75,CUST0144,Australia
INV838253,SC48356,SILK CUSHION,6,2023-06-15,2.25,CUST0144,Australia
INV954779,SC22481,CERAMIC PLANT POT,17,2023-12-14,2.0,CUST0145,Australia
INV390794,SC95969,VINTAGE LAMP,14,2023-01-31,3.75,CUST0145,Australia
INV253347,SC52217,VINTAGE LAMP,5,2023-05-08,3.75,CUST0145,Australia
INV511776,SC74154,CERAMIC PLANT POT,8,2023-12-13,2.0,CUST0145,Australia
INV381770,SC92288,VINTAGE LAMP,19,2023-11-20,3.75,CUST0145,Australia
INV933197,SC22202,LEATHER WALLET,3,2023-11-21,5.0,CUST0146,Canada
INV828449,SC58374,METAL KEYCHAIN,17,2023-05-23,0.5,CUST0146,Canada
INV710224,SC10324,LEATHER WALLET,16,2023-06-17,5.0,CUST0146,Canada
INV765678,SC97050,CERAMIC PLANT POT,3,2023-08-23,2.0,CUST0146,Canada
INV934328,SC80048,WICKER BASKET,12,2023-02-02,3.0,CUST0146,Canada
INV964915,SC37767,METAL KEYCHAIN,7,2023-08-08,0.5,CUST0146,Canada
INV968581,SC47171,LEATHER WALLET,9,2023-06-15,5.0,CUST0146,Canada
INV815707,SC16345,BAMBOO CUTTING BOARD,16,2023-06-25,1.75,CUST0147,USA
INV921967,SC70238,RED WOOL SCARF,4,2023-11-17,2.5,CUST0147,USA
INV562721,SC69836,RED WOOL SCARF,4,2023-03-22,2.5,CUST0147,USA
INV416528,SC30837,COTTON TOTE BAG,5,2023-11-29,1.0,CUST0148,United Kingdom
INV786385,SC57242,CERAMIC PLANT POT,9,2023-02-17,2.0,CUST0148,United Kingdom
INV796787,SC95054,WOODEN PHOTO FRAME,3,2023-07-10,2.0,CUST0148,United Kingdom
INV755993,SC50043,VINTAGE LAMP,2,2023-07-22,3.75,CUST0148,United Kingdom
INV787326,SC21953,WICKER BASKET,8,2023-08-08,3.0,CUST0148,United Kingdom
INV323788,SC72496,WICKER BASKET,4,2023-01-01,3.0,CUST0148,United Kingdom
INV337178,SC78084,BLUE CERAMIC MUG,5,2023-10-31,1.25,CUST0148,United Kingdom
INV542828,SC27324,RED WOOL SCARF,11,2023-03-03,2.5,CUST0149,Spain
INV866260,SC23425,COTTON TOTE BAG,13,2023-02-15,1.0,CUST0150,Spain
INV413791,SC27973,BLUE CERAMIC MUG,11,2023-07-08,1.25,CUST0150,Spain
INV656278,SC83831,ENAMEL PIN SET,5,2023-02-05,0.75,CUST0151,Canada
INV272088,SC67684,RED WOOL SCARF,20,2023-11-29,2.5,CUST0151,Canada
INV884616,SC29840,GLASS VASE,7,2023-11-18,1.5,CUST0151,Canada
INV205345,SC28351,CERAMIC PLANT POT,7,2023-02-14,2.0,CUST0152,Canada
INV865470,SC60335,PAPER NOTEBOOK,4,2023-10-29,0.85,CUST0152,Canada
INV929504,SC28327,GLASS VASE,14,2023-06-11,1.5,CUST0152,Canada
INV188341,SC42527,COTTON TOTE BAG,9,2023-11-27,1.0,CUST0152,Canada
INV856211,SC89638,SILK CUSHION,20,2023-11-04,2.25,CUST0152,Canada
INV416302,SC36928,WOODEN PHOTO FRAME,1,2023-12-04,2.0,CUST0152,Canada
INV297810,SC61347,SILK CUSHION,20,2023-09-18,2.25,CUST0152,Canada
INV618927,SC60578,WOODEN PHOTO FRAME,2,2023-05-03,2.0,CUST0152,Canada
INV653948,SC11581,LEATHER WALLET,20,2023-02-06,5.0,CUST0153,Germany
INV505629,SC84498,GLASS VASE,11,2023-03-09,1.5,CUST0153,Germany
INV816116,SC32645,METAL KEYCHAIN,12,2023-10-07,0.5,CUST0153,Germany
INV117500,SC86986,PAPER NOTEBOOK,16,2023-02-07,0.85,CUST0153,Germany
INV163406,SC62163,WOODEN PHOTO FRAME,7,2023-01-21,2.0,CUST0154,Germany
INV544150,SC62727,ENAMEL PIN SET,17,2023-08-01,0.75,CUST0155,Italy
INV745972,SC30012,BLUE CERAMIC MUG,18,2023-10-03,1.25,CUST0155,Italy
INV182860,SC77017,WOODEN PHOTO FRAME,3,2023-06-08,2.0,CUST0155,Italy
INV662445,SC52827,KNITTED BLANKET,7,2023-03-21,4.5,CUST0155,Italy
INV900298,SC95175,METAL KEYCHAIN,19,2023-11-21,0.5,CUST0155,Italy
INV160718,SC42044,WICKER BASKET,14,2023-05-03,3.0,CUST0156,Germany
INV575394,SC90254,BLUE CERAMIC MUG,14,2023-03-01,1.25,CUST0156,Germany
INV798435,SC96252,BAMBOO CUTTING BOARD,2,2023-06-08,1.75,CUST0156,Germany
INV113280,SC27984,WICKER BASKET,6,2023-03-03,3.0,CUST0156,Germany
INV620526,SC55443,WICKER BASKET,1,2023-03-25,3.0,CUST0156,Germany
INV886197,SC45227,VINTAGE LAMP,12,2023-03-06,3.75,CUST0157,Italy
INV451284,SC66272,WICKER BASKET,4,2023-01-16,3.0,CUST0157,Italy
INV375722,SC85582,WOODEN PHOTO FRAME,17,2023-02-02,2.0,CUST0157,Italy
INV577309,SC76949,ENAMEL PIN SET,3,2023-09-12,0.75,CUST0157,Italy
INV694423,SC31873,GLASS VASE,2,2023-09-13,1.5,CUST0157,Italy
INV806866,SC25117,WOODEN PHOTO FRAME,4,2023-10-21,2.0,CUST0158,USA
INV146177,SC11610,COTTON TOTE BAG,17,2023-01-02,1.0,CUST0158,USA
INV481657,SC60197,COTTON TOTE BAG,2,2023-08-30,1.0,CUST0158,USA
INV942127,SC95944,KNITTED BLANKET,2,2023-10-11,4.5,CUST0159,France
INV360322,SC64559,METAL KEYCHAIN,8,2023-06-14,0.5,CUST0159,France
INV966120,SC20208,KNITTED BLANKET,11,2023-05-19,4.5,CUST0159,France
INV155230,SC33507,BLUE CERAMIC MUG,17,2023-12-11,1.25,CUST0160,Japan
INV520400,SC19034,COTTON TOTE BAG,17,2023-01-24,1.0,CUST0160,Japan
INV911102,SC50723,KNITTED BLANKET,15,2023-05-25,4.5,CUST0160,Japan
INV578933,SC11044,GLASS VASE,3,2023-10-11,1.5,CUST0160,Japan
INV691194,SC49834,GLASS VASE,7,2023-05-30,1.5,CUST0160,Japan
INV586462,SC58270,WICKER BASKET,20,2023-05-05,3.0,CUST0160,Japan
INV897423,SC42129,PAPER NOTEBOOK,7,2023-10-07,0.85,CUST0161,Japan
INV125071,SC40539,VINTAGE LAMP,1,2023-07-29,3.75,CUST0161,Japan
INV980357,SC11257,SILK CUSHION,12,2023-11-22,2.25,CUST0161,Japan
INV494552,SC50306,GLASS VASE,1,2023-12-03,1.5,CUST0161,Japan
INV349736,SC65026,BLUE CERAMIC MUG,7,2023-09-29,1.25,CUST0161,Japan
INV846221,SC46677,LEATHER WALLET,2,2023-03-14,5.0,CUST0161,Japan
INV986575,SC78125,BLUE CERAMIC MUG,2,2023-04-29,1.25,CUST0161,Japan
INV884229,SC21128,METAL KEYCHAIN,12,2023-08-23,0.5,CUST0161,Japan
INV959793,SC61688,SILK CUSHION,5,2023-11-23,2.25,CUST0162,Japan
INV165308,SC67014,BLUE CERAMIC MUG,19,2023-10-18,1.25,CUST0162,Japan
INV939717,SC61505,WOODEN PHOTO FRAME,9,2023-06-11,2.0,CUST0163,France
INV574751,SC45645,WICKER BASKET,11,2023-06-12,3.0,CUST0163,France
INV242723,SC86638,COTTON TOTE BAG,3,2023-04-14,1.0,CUST0163,France
INV272359,SC68925,BLUE CERAMIC MUG,5,2023-02-24,1.25,CUST0163,France
INV475691,SC37215,METAL KEYCHAIN,4,2023-10-02,0.5,CUST0164,Spain
INV377880,SC25717,LEATHER WALLET,10,2023-08-26,5.0,CUST0164,Spain
INV418992,SC89076,BLUE CERAMIC MUG,6,2023-12-18,1.25,CUST0164,Spain
INV255528,SC21955,RED WOOL SCARF,7,2023-06-17,2.5,CUST0164,Spain
INV515492,SC77300,WICKER BASKET,8,2023-07-02,3.0,CUST0164,Spain
INV959926,SC32789,RED WOOL SCARF,10,2023-05-14,2.5,CUST0164,Spain
INV884417,SC82105,CERAMIC PLANT POT,15,2023-10-12,2.0,CUST0165,United Kingdom
INV206857,SC28322,COTTON TOTE BAG,4,2023-08-25,1.0,CUST0165,United Kingdom
INV970708,SC39135,BLUE CERAMIC MUG,1,2023-02-01,1.25,CUST0165,United Kingdom
INV490321,SC99952,VINTAGE LAMP,7,2023-07-25,3.75,CUST0165,United Kingdom
INV714590,SC43924,ENAMEL PIN SET,3,2023-10-26,0.75,CUST0165,United Kingdom
INV167603,SC35919,KNITTED BLANKET,3,2023-01-12,4.5,CUST0165,United Kingdom
INV196446,SC53456,KNITTED BLANKET,15,2023-03-07,4.5,CUST0165,United Kingdom
INV701761,SC66774,LEATHER WALLET,2,2023-03-28,5.0,CUST0166,Germany
INV547389,SC32650,RED WOOL SCARF,13,2023-12-16,2.5,CUST0167,Canada
INV388339,SC46681,GLASS VASE,7,2023-04-06,1.5,CUST0167,Canada
INV743937,SC91156,LEATHER WALLET,5,2023-01-18,5.0,CUST0167,Canada
INV409440,SC75390,BAMBOO CUTTING BOARD,8,2023-11-28,1.75,CUST0167,Canada
INV163941,SC21497,METAL KEYCHAIN,18,2023-09-03,0.5,CUST0167,Canada
INV539599,SC36143,WOODEN PHOTO FRAME,13,2023-03-12,2.0,CUST0167,Canada
INV761393,SC81258,ENAMEL PIN SET,17,2023-05-08,0.75,CUST0167,Canada
INV919898,SC57069,PAPER NOTEBOOK,1,2023-07-15,0.85,CUST0167,Canada
INV437226,SC60905,GLASS VASE,19,2023-09-15,1.5,CUST0168,Spain
INV434367,SC88265,WOODEN PHOTO FRAME,6,2023-01-14,2.0,CUST0168,Spain
INV161437,SC71824,COTTON TOTE BAG,1,2023-05-24,1.0,CUST0168,Spain
INV344068,SC30922,SILK CUSHION,12,2023-10-27,2.25,CUST0168,Spain
INV352867,SC44934,BLUE CERAMIC MUG,8,2023-12-03,1.25,CUST0168,Spain
INV703656,SC60911,SILK CUSHION,2,2023-04-23,2.25,CUST0168,Spain
INV348041,SC87662,GLASS VASE,6,2023-04-01,1.5,CUST0168,Spain
INV129576,SC56095,GLASS VASE,12,2023-10-30,1.5,CUST0168,Spain
INV668458,SC50508,BAMBOO CUTTING BOARD,7,2023-09-10,1.75,CUST0169,Japan
INV194641,SC17362,VINTAGE LAMP,16,2023-01-20,3.75,CUST0169,Japan
INV120896,SC79002,COTTON TOTE BAG,20,2023-04-23,1.0,CUST0169,Japan
INV945619,SC27103,GLASS VASE,20,2023-04-14,1.5,CUST0170,Spain
INV122977,SC29360,KNITTED BLANKET,11,2023-01-31,4.5,CUST0171,USA
INV987599,SC78982,BAMBOO CUTTING BOARD,5,2023-02-26,1.75,CUST0171,USA
INV491738,SC96787,CERAMIC PLANT POT,12,2023-02-07,2.0,CUST0171,USA
INV243079,SC30644,GLASS VASE,10,2023-06-15,1.5,CUST0172,Canada
INV610866,SC95089,WICKER BASKET,14,2023-11-24,3.0,CUST0172,Canada
INV743520,SC56769,WICKER BASKET,18,2023-12-22,3.0,CUST0173,USA
INV496764,SC50215,COTTON TOTE BAG,19,2023-03-31,1.0,CUST0173,USA
INV286340,SC10235,WICKER BASKET,10,2023-03-07,3.0,CUST0173,USA
INV290926,SC88956,CERAMIC PLANT POT,19,2023-01-17,2.0,CUST0174,Japan
INV770718,SC84127,GLASS VASE,20,2023-04-24,1.5,CUST0174,Japan
INV447255,SC20198,BLUE CERAMIC MUG,16,2023-03-14,1.25,CUST0174,Japan
INV276042,SC93386,COTTON TOTE BAG,12,2023-06-13,1.0,CUST0174,Japan
INV802571,SC93768,KNITTED BLANKET,3,2023-12-29,4.5,CUST0174,Japan
INV111949,SC44761,WICKER BASKET,11,2023-08-17,3.0,CUST0174,Japan
INV171087,SC55938,COTTON TOTE BAG,8,2023-12-21,1.0,CUST0174,Japan
INV504684,SC67438,WICKER BASKET,1,2023-01-25,3.0,CUST0175,Australia
INV534130,SC74629,WICKER BASKET,14,2023-03-27,3.0,CUST0175,Australia
INV969067,SC72847,SILK CUSHION,13,2023-02-21,2.25,CUST0176,Canada
INV895075,SC39567,PAPER NOTEBOOK,19,2023-11-30,0.85,CUST0176,Canada
INV938016,SC14379,VINTAGE LAMP,15,2023-02-07,3.75,CUST0176,Canada
INV373812,SC23726,WOODEN PHOTO FRAME,1,2023-06-13,2.0,CUST0176,Canada
INV493696,SC31090,BLUE CERAMIC MUG,11,2023-03-29,1.25,CUST0176,Canada
INV197627,SC54295,WICKER BASKET,3,2023-10-08,3.0,CUST0176,Canada
INV785386,SC31626,WICKER BASKET,1,2023-08-09,3.0,CUST0177,Japan
INV156157,SC23272,BAMBOO CUTTING BOARD,14,2023-03-22,1.75,CUST0177,Japan
INV529161,SC82628,GLASS VASE,7,2023-04-08,1.5,CUST0177,Japan
INV792687,SC46899,WICKER BASKET,18,2023-05-16,3.0,CUST0177,Japan
INV152046,SC61498,WOODEN PHOTO FRAME,8,2023-02-19,2.0,CUST0177,Japan
INV261050,SC17144,BAMBOO CUTTING BOARD,18,2023-09-09,1.75,CUST0177,Japan
INV191884,SC48607,GLASS VASE,1,2023-08-07,1.5,CUST0177,Japan
INV309374,SC22712,CERAMIC PLANT POT,20,2023-09-03,2.0,CUST0177,Japan
INV596574,SC25139,VINTAGE LAMP,10,2023-02-11,3.75,CUST0178,United Kingdom
INV612855,SC96643,WOODEN PHOTO FRAME,13,2023-08-30,2.0,CUST0178,United Kingdom
INV670557,SC60793,WOODEN PHOTO FRAME,3,2023-11-25,2.0,CUST0178,United Kingdom
INV487345,SC34455,VINTAGE LAMP,12,2023-07-15,3.75,CUST0178,United Kingdom
INV376195,SC39654,WOODEN PHOTO FRAME,15,2023-08-27,2.0,CUST0179,Spain
INV800596,SC55061,VINTAGE LAMP,4,2023-02-13,3.75,CUST0180,Australia
INV680493,SC17993,PAPER NOTEBOOK,19,2023-04-27,0.85,CUST0181,Italy
INV538967,SC80190,CERAMIC PLANT POT,13,2023-09-25,2.0,CUST0181,Italy
INV347088,SC72424,ENAMEL PIN SET,16,2023-10-21,0.75,CUST0181,Italy
INV995420,SC14551,WOODEN PHOTO FRAME,3,2023-07-22,2.0,CUST0181,Italy
INV939333,SC84905,SILK CUSHION,19,2023-09-22,2.25,CUST0181,Italy
INV226124,SC68856,ENAMEL PIN SET,20,2023-03-17,0.75,CUST0181,Italy
INV947732,SC35260,VINTAGE LAMP,6,2023-04-19,3.75,CUST0181,Italy
INV556542,SC36465,METAL KEYCHAIN,3,2023-12-16,0.5,CUST0182,France
INV506951,SC82923,GLASS VASE,3,2023-02-14,1.5,CUST0183,France
INV998235,SC46202,METAL KEYCHAIN,18,2023-06-16,0.5,CUST0183,France
INV924758,SC91665,SILK CUSHION,15,2023-01-07,2.25,CUST0183,France
INV217984,SC64321,BAMBOO CUTTING BOARD,17,2023-08-03,1.75,CUST0183,France
INV716493,SC86372,VINTAGE LAMP,5,2023-10-18,3.75,CUST0183,France
INV661652,SC55071,BAMBOO CUTTING BOARD,4,2023-05-27,1.75,CUST0184,Germany
INV501650,SC95824,KNITTED BLANKET,14,2023-05-16,4.5,CUST0184,Germany
INV522548,SC28855,RED WOOL SCARF,6,2023-05-22,2.5,CUST0185,Spain
INV827356,SC62654,BAMBOO CUTTING BOARD,20,2023-12-15,1.75,CUST0185,Spain
INV824056,SC41139,RED WOOL SCARF,13,2023-06-19,2.5,CUST0185,Spain
INV490532,SC12651,RED WOOL SCARF,16,2023-05-18,2.5,CUST0185,Spain
INV393964,SC74437,GLASS VASE,10,2023-06-09,1.5,CUST0185,Spain
INV240913,SC49384,CERAMIC PLANT POT,4,2023-04-27,2.0,CUST0185,Spain
INV382507,SC64627,WICKER BASKET,15,2023-06-14,3.0,CUST0185,Spain
INV563173,SC37707,BAMBOO CUTTING BOARD,3,2023-04-07,1.75,CUST0185,Spain
INV960899,SC17367,PAPER NOTEBOOK,17,2023-07-11,0.85,CUST0186,Canada
INV426236,SC76426,SILK CUSHION,6,2023-02-03,2.25,CUST0186,Canada
INV696296,SC13794,METAL KEYCHAIN,5,2023-09-26,0.5,CUST0186,Canada
INV977633,SC17553,VINTAGE LAMP,7,2023-04-13,3.75,CUST0186,Canada
INV153015,SC57235,COTTON TOTE BAG,2,2023-08-22,1.0,CUST0186,Canada
INV486244,SC70846,WICKER BASKET,7,2023-05-21,3.0,CUST0186,Canada
INV229890,SC99282,SILK CUSHION,13,2023-11-22,2.25,CUST0186,Canada
INV612530,SC87862,RED WOOL SCARF,8,2023-07-10,2.5,CUST0186,Canada
INV678115,SC55843,CERAMIC PLANT POT,16,2023-10-28,2.0,CUST0187,Spain
INV885342,SC21847,GLASS VASE,6,2023-05-13,1.5,CUST0187,Spain
INV152062,SC31352,WOODEN PHOTO FRAME,1,2023-07-17,2.0,CUST0187,Spain
INV336047,SC98826,CERAMIC PLANT POT,8,2023-11-28,2.0,CUST0188,Japan
INV529399,SC77276,COTTON TOTE BAG,9,2023-11-30,1.0,CUST0188,Japan
INV238741,SC94852,RED WOOL SCARF,1,2023-08-31,2.5,CUST0188,Japan
INV334639,SC43081,VINTAGE LAMP,20,2023-01-05,3.75,CUST0188,Japan
INV494763,SC55706,WICKER BASKET,9,2023-08-05,3.0,CUST0189,Japan
INV589368,SC49602,LEATHER WALLET,9,2023-04-22,5.0,CUST0189,Japan
INV516444,SC86609,ENAMEL PIN SET,17,2023-11-16,0.75,CUST0189,Japan
INV794530,SC59051,BLUE CERAMIC MUG,1,2023-09-19,1.25,CUST0189,Japan
INV396408,SC49121,SILK CUSHION,20,2023-11-08,2.25,CUST0189,Japan
INV771712,SC52616,BLUE CERAMIC MUG,11,2023-05-22,1.25,CUST0190,Germany
INV787991,SC95389,CERAMIC PLANT POT,9,2023-05-14,2.0,CUST0190,Germany
INV642421,SC41496,WOODEN PHOTO FRAME,7,2023-03-18,2.0,CUST0190,Germany
INV523727,SC96577,KNITTED BLANKET,2,2023-11-04,4.5,CUST0190,Germany
INV787237,SC75191,GLASS VASE,5,2023-01-14,1.5,CUST0190,Germany
INV524252,SC60891,WOODEN PHOTO FRAME,9,2023-08-03,2.0,CUST0190,Germany
INV842464,SC84978,WICKER BASKET,2,2023-10-26,3.0,CUST0190,Germany
INV861842,SC39145,CERAMIC PLANT POT,7,2023-06-25,2.0,CUST0190,Germany
INV414777,SC32280,KNITTED BLANKET,12,2023-09-17,4.5,CUST0191,Italy
INV408054,SC22793,CERAMIC PLANT POT,18,2023-04-03,2.0,CUST0191,Italy
INV860413,SC83273,LEATHER WALLET,5,2023-05-13,5.0,CUST0191,Italy
INV451936,SC95778,PAPER NOTEBOOK,6,2023-12-15,0.85,CUST0191,Italy
INV334176,SC50250,BLUE CERAMIC MUG,8,2023-07-01,1.25,CUST0191,Italy
INV373216,SC86751,METAL KEYCHAIN,11,2023-07-10,0.5,CUST0191,Italy
INV593393,SC17035,WOODEN PHOTO FRAME,15,2023-03-02,2.0,CUST0191,Italy
INV750803,SC19334,CERAMIC PLANT POT,19,2023-10-25,2.0,CUST0191,Italy
INV500209,SC79446,SILK CUSHION,4,2023-12-15,2.25,CUST0192,Spain
INV995735,SC29762,WOODEN PHOTO FRAME,14,2023-01-28,2.0,CUST0192,Spain
INV529068,SC84632,VINTAGE LAMP,7,2023-06-25,3.75,CUST0192,Spain
INV431752,SC33639,KNITTED BLANKET,15,2023-03-15,4.5,CUST0192,Spain
INV765320,SC17603,GLASS VASE,6,2023-06-10,1.5,CUST0193,Germany
INV319553,SC32099,RED WOOL SCARF,15,2023-05-21,2.5,CUST0193,Germany
INV923353,SC21539,BAMBOO CUTTING BOARD,6,2023-09-08,1.75,CUST0193,Germany
INV764259,SC66283,VINTAGE LAMP,20,2023-08-11,3.75,CUST0193,Germany
INV501936,SC10611,METAL KEYCHAIN,14,2023-09-02,0.5,CUST0193,Germany
INV866151,SC58903,RED WOOL SCARF,18,2023-04-13,2.5,CUST0193,Germany
INV299834,SC12348,RED WOOL SCARF,11,2023-09-29,2.5,CUST0193,Germany
INV869238,SC42613,ENAMEL PIN SET,1,2023-11-17,0.75,CUST0193,Germany
INV502181,SC75973,WOODEN PHOTO FRAME,5,2023-02-22,2.0,CUST0194,India
INV168458,SC15992,BAMBOO CUTTING BOARD,10,2023-03-27,1.75,CUST0194,India
INV863187,SC78195,WOODEN PHOTO FRAME,10,2023-08-22,2.0,CUST0194,India
INV554730,SC27536,BAMBOO CUTTING BOARD,17,2023-06-22,1.75,CUST0194,India
INV886553,SC34697,GLASS VASE,16,2023-07-03,1.5,CUST0194,India
INV339513,SC39402,VINTAGE LAMP,13,2023-01-10,3.75,CUST0194,India
INV629146,SC32149,WICKER BASKET,1,2023-10-29,3.0,CUST0195,France
INV782141,SC14897,BLUE CERAMIC MUG,12,2023-12-31,1.25,CUST0195,France
INV753404,SC16368,METAL KEYCHAIN,9,2023-10-01,0.5,CUST0195,France
INV213365,SC95664,BAMBOO CUTTING BOARD,2,2023-12-05,1.75,CUST0195,France
INV565897,SC59840,WICKER BASKET,4,2023-08-02,3.0,CUST0196,United Kingdom
INV828961,SC99881,LEATHER WALLET,5,2023-04-16,5.0,CUST0197,Germany
INV541315,SC96725,ENAMEL PIN SET,1,2023-06-04,0.75,CUST0197,Germany
INV753050,SC89381,BLUE CERAMIC MUG,17,2023-05-19,1.25,CUST0197,Germany
INV971002,SC23751,WICKER BASKET,5,2023-08-03,3.0,CUST0197,Germany
INV396439,SC24943,SILK CUSHION,20,2023-03-02,2.25,CUST0197,Germany
INV915749,SC44471,COTTON TOTE BAG,20,2023-04-13,1.0,CUST0198,Germany
INV475308,SC63707,CERAMIC PLANT POT,17,2023-04-14,2.0,CUST0198,Germany
INV674765,SC75058,WOODEN PHOTO FRAME,6,2023-01-21,2.0,CUST0198,Germany
INV604012,SC53332,KNITTED BLANKET,7,2023-12-19,4.5,CUST0198,Germany
INV804258,SC21665,COTTON TOTE BAG,1,2023-01-07,1.0,CUST0198,Germany
INV801520,SC74763,KNITTED BLANKET,4,2023-10-21,4.5,CUST0198,Germany
INV178693,SC23276,VINTAGE LAMP,3,2023-09-19,3.75,CUST0198,Germany
INV342389,SC69867,KNITTED BLANKET,9,2023-11-26,4.5,CUST0198,Germany
INV952679,SC32898,LEATHER WALLET,2,2023-02-21,5.0,CUST0199,Australia
INV477712,SC98705,CERAMIC PLANT POT,2,2023-05-29,2.0,CUST0199,Australia
INV199613,SC16014,GLASS VASE,14,2023-03-01,1.5,CUST0199,Australia
INV778636,SC32349,RED WOOL SCARF,5,2023-12-06,2.5,CUST0199,Australia
INV752011,SC45167,GLASS VASE,12,2023-08-13,1.5,CUST0199,Australia
INV219361,SC62530,CERAMIC PLANT POT,11,2023-04-04,2.0,CUST0200,Germany
INV976303,SC60556,METAL KEYCHAIN,15,2023-05-20,0.5,CUST0200,Germany
INV780364,SC31860,WICKER BASKET,16,2023-08-04,3.0,CUST0200,Germany
INV861697,SC17686,BLUE CERAMIC MUG,5,2023-12-23,1.25,CUST0200,Germany
INV536236,SC87430,CERAMIC PLANT POT,6,2023-02-23,2.0,CUST0200,Germany
INV559447,SC33758,LEATHER WALLET,19,2023-12-14,5.0,CUST0200,Germany
INV130216,SC99714,PAPER NOTEBOOK,12,2023-11-10,0.85,CUST0201,Japan
INV611833,SC24802,KNITTED BLANKET,5,2023-09-05,4.5,CUST0201,Japan
INV148205,SC18301,KNITTED BLANKET,14,2023-08-14,4.5,CUST0201,Japan
INV838793,SC98857,WOODEN PHOTO FRAME,11,2023-01-07,2.0,CUST0201,Japan
INV334865,SC97797,SILK CUSHION,19,2023-10-17,2.25,CUST0201,Japan
INV648513,SC91033,CERAMIC PLANT POT,11,2023-09-23,2.0,CUST0201,Japan
INV861949,SC42581,BLUE CERAMIC MUG,14,2023-12-05,1.25,CUST0201,Japan
INV979789,SC83183,ENAMEL PIN SET,13,2023-03-18,0.75,CUST0202,Spain
INV112210,SC94331,KNITTED BLANKET,20,2023-01-28,4.5,CUST0202,Spain
INV990079,SC71510,KNITTED BLANKET,6,2023-09-16,4.5,CUST0202,Spain
